VALUE,COUNT,LU_CODEV7N,LU_CODEV7,TERTIARY_V7,SECONDARY_V7,PRIMARY_V7,CLASSES_18,C18_DESCRIPTION,TOPO_FEATURES,TOPO_FEAT_DESC,CLUM_DATA,CLUM_DATA_DESC,PROT_AREAS,PROT_AREAS_DESC,WH_AREAS,WH_AREAS_DESC,TENURE,TENURE_DESC,FOREST_TYPE,FOREST_TYPE_DESC,VEG_CONDITION,VEG_COND_DESC,COMMODITIES,COMMODITIES_DESC,IRRIGATION,IRRIGATION_DESC
4475,11,433,4.3.3,4.3.3 Irrigated hay and silage,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,438,4.3.8 Irrigated pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,1,Irrigated agriculture
4476,37,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,622,6.2.2 Water storage - intensive use/farm dams,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
4477,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,338,3.3.8 Pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4478,32,111,1.1.1,1.1.1 Strict nature reserves,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,111,1.1.1 Strict nature reserves,11,Ia. Strict nature reserve,0,IUCN management category unassigned or not a WHA,10,Public land - other,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4479,1,431,4.3.1,4.3.1 Irrigated cereals,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,324,3.2.4 Pasture legume/grass mixtures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,5,Winter cereals,1,Irrigated agriculture
4480,1,341,3.4.1,3.4.1 Tree fruits,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,117,1.1.7 Other conserved area,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,20,Stone fruit excluding tropical,0,"Dryland agriculture, not ag. or no data"
4481,1,631,6.3.1,6.3.1 River - conservation,6.3 River,6 Water,17,Water (6.0),3,Watercourse - perennial,117,1.1.7 Other conserved area,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4482,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,570,5.7.0 Transport and communication,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4483,3,431,4.3.1,4.3.1 Irrigated cereals,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,438,4.3.8 Irrigated pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,5,Winter cereals,1,Irrigated agriculture
4484,941,310,3.1.0,3.1.0 Plantation forestry,3.1 Plantation forestry,3 Production from dryland agriculture and plantations,6,"Plantation forestry (3.1, 4.1)",0,Not a topographic feature,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,5,Plantation forest - irrigation status unknown,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4485,1,420,4.2.0,4.2.0 Grazing irrigated modified pastures,4.2 Grazing irrigated modified pastures,4 Production from irrigated agriculture and plantations,10,Irrigated pastures (4.2),0,Not a topographic feature,122,1.2.2 Surface water supply,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,1,Irrigated agriculture
4486,1,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4487,4,433,4.3.3,4.3.3 Irrigated hay and silage,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,1,Irrigated agriculture
4488,212,220,2.2.0,2.2.0 Production forestry,2.2 Production forestry,2 Production from relatively natural environments,5,Production forestry (2.2),0,Not a topographic feature,111,1.1.1 Strict nature reserves,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4489,1,438,4.3.8,4.3.8 Irrigated pulses,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,438,4.3.8 Irrigated pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,8,Winter legumes,1,Irrigated agriculture
4490,1,430,4.3.0,4.3.0 Irrigated cropping,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,30,Other non-cereal crops - mainly cropping,1,Irrigated agriculture
4491,2,434,4.3.4,4.3.4 Irrigated oil seeds,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,438,4.3.8 Irrigated pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,10,Winter oilseeds,1,Irrigated agriculture
4492,2,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),1,Lake - perennial,117,1.1.7 Other conserved area,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4493,3,333,3.3.3,3.3.3 Hay and silage,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,0,"Dryland agriculture, not ag. or no data"
4494,1,535,5.3.5,5.3.5 Abattoirs,5.3 Manufacturing and industrial,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",10,Built-up area,535,5.3.5 Abattoirs,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4495,4,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),1,Lake - perennial,117,1.1.7 Other conserved area,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4496,2,334,3.3.4,3.3.4 Oil seeds,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,10,Winter oilseeds,0,"Dryland agriculture, not ag. or no data"
4497,5,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,570,5.7.0 Transport and communication,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4498,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,113,1.1.3 National park,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4499,1,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),2,Lake - non-perennial,651,6.5.1 Marsh/wetland - conservation,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4500,4,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),2,Lake - non-perennial,651,6.5.1 Marsh/wetland - conservation,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4501,1,434,4.3.4,4.3.4 Irrigated oil seeds,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,320,3.2.0 Grazing modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,10,Winter oilseeds,1,Irrigated agriculture
4502,2,420,4.2.0,4.2.0 Grazing irrigated modified pastures,4.2 Grazing irrigated modified pastures,4 Production from irrigated agriculture and plantations,10,Irrigated pastures (4.2),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,1,Irrigated agriculture
4504,14,610,6.1.0,6.1.0 Lake,6.1 Lake,6 Water,17,Water (6.0),1,Lake - perennial,117,1.1.7 Other conserved area,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4505,7,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,331,3.3.1 Cereals,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4506,1,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,331,3.3.1 Cereals,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4507,1,114,1.1.4,1.1.4 Natural feature protection,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4508,3,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,122,1.2.2 Surface water supply,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4509,71,310,3.1.0,3.1.0 Plantation forestry,3.1 Plantation forestry,3 Production from dryland agriculture and plantations,6,"Plantation forestry (3.1, 4.1)",0,Not a topographic feature,114,1.1.4 Natural feature protection,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,5,Plantation forest - irrigation status unknown,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4510,3,433,4.3.3,4.3.3 Irrigated hay and silage,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,440,4.4.0 Irrigated perennial horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,13,Pastures and crops for hay and silage,1,Irrigated agriculture
4511,2,454,4.5.4,4.5.4 Irrigated seasonal vegetables and herbs,4.5 Irrigated seasonal horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,438,4.3.8 Irrigated pulses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,16,Vegetables,1,Irrigated agriculture
4512,58,111,1.1.1,1.1.1 Strict nature reserves,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,111,1.1.1 Strict nature reserves,11,Ia. Strict nature reserve,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4514,1,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4515,1,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),2,Lake - non-perennial,117,1.1.7 Other conserved area,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4517,1,570,5.7.0,5.7.0 Transport and communication,5.7 Transport and communication,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,570,5.7.0 Transport and communication,0,Not a protected area,0,IUCN management category unassigned or not a WHA,11,Water production,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4518,2,114,1.1.4,1.1.4 Natural feature protection,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,650,6.5.0 Marsh/wetland,30,III. Natural monument,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4519,3,420,4.2.0,4.2.0 Grazing irrigated modified pastures,4.2 Grazing irrigated modified pastures,4 Production from irrigated agriculture and plantations,10,Irrigated pastures (4.2),0,Not a topographic feature,440,4.4.0 Irrigated perennial horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,1,Irrigated agriculture
4520,2,543,5.4.3,5.4.3 Rural residential without agriculture,5.4 Residential and farm infrastructure,5 Intensive uses,14,"Rural residential and farm infrastructure (5.4.2, 5.4.3, 5.4.4, 5.4.5)",0,Not a topographic feature,543,5.4.3 Rural residential without agriculture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4521,2,220,2.2.0,2.2.0 Production forestry,2.2 Production forestry,2 Production from relatively natural environments,5,Production forestry (2.2),0,Not a topographic feature,543,5.4.3 Rural residential without agriculture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4522,2,441,4.4.1,4.4.1 Irrigated tree fruits,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,433,4.3.3 Irrigated hay and silage,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,20,Stone fruit excluding tropical,1,Irrigated agriculture
4523,1,112,1.1.2,1.1.2 Wilderness area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,363,3.6.3 Land under rehabilitation,12,Ib. Wilderness area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4524,10,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,434,4.3.4 Irrigated oil seeds,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,0,"Dryland agriculture, not ag. or no data"
4525,2,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,114,1.1.4 Natural feature protection,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4526,166,112,1.1.2,1.1.2 Wilderness area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,12,Ib. Wilderness area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4527,2,112,1.1.2,1.1.2 Wilderness area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,12,Ib. Wilderness area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4528,17,611,6.1.1,6.1.1 Lake - conservation,6.1 Lake,6 Water,17,Water (6.0),2,Lake - non-perennial,661,6.6.1 Estuary/coastal waters - conservation,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4529,1,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,641,6.4.1 Supply channel/aqueduct,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
4530,2,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,420,4.2.0 Grazing irrigated modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,2,Grazing - largely of woodland and open forest,0,"Dryland agriculture, not ag. or no data"
4531,1,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,580,5.8.0 Mining,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4532,41,430,4.3.0,4.3.0 Irrigated cropping,4.3 Irrigated cropping,4 Production from irrigated agriculture and plantations,11,Irrigated cropping (4.3),0,Not a topographic feature,444,4.4.4 Irrigated vine fruits,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,30,Other non-cereal crops - mainly cropping,1,Irrigated agriculture
4533,1,334,3.3.4,3.3.4 Oil seeds,3.3 Cropping,3 Production from dryland agriculture and plantations,8,Dryland cropping (3.3),0,Not a topographic feature,360,3.6.0 Land in transition,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,10,Winter oilseeds,0,"Dryland agriculture, not ag. or no data"
4534,1,591,5.9.1,5.9.1 Effluent pond,5.9 Waste treatment and disposal,5 Intensive uses,16,"Mining and waste (5.8, 5.9)",15,Pond - effluent,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4535,3,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,320,3.2.0 Grazing modified pastures,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4536,2,112,1.1.2,1.1.2 Wilderness area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,12,Ib. Wilderness area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4537,1,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,117,1.1.7 Other conserved area,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4538,5,650,6.5.0,6.5.0 Marsh/wetland,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,320,3.2.0 Grazing modified pastures,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4539,4,650,6.5.0,6.5.0 Marsh/wetland,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,331,3.3.1 Cereals,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4540,18,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,117,1.1.7 Other conserved area,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4541,1,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,610,6.1.0 Lake,20,II. National park,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4542,3,441,4.4.1,4.4.1 Irrigated tree fruits,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,340,3.4.0 Perennial horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,20,Stone fruit excluding tropical,1,Irrigated agriculture
4543,3,111,1.1.1,1.1.1 Strict nature reserves,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,117,1.1.7 Other conserved area,11,Ia. Strict nature reserve,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4544,550,220,2.2.0,2.2.0 Production forestry,2.2 Production forestry,2 Production from relatively natural environments,5,Production forestry (2.2),0,Not a topographic feature,114,1.1.4 Natural feature protection,0,Not a protected area,0,IUCN management category unassigned or not a WHA,1,Multiple use forests,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4545,1,620,6.2.0,6.2.0 Reservoir/dam,6.2 Reservoir/dam,6 Water,17,Water (6.0),8,Reservoir,331,3.3.1 Cereals,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4546,2,441,4.4.1,4.4.1 Irrigated tree fruits,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,431,4.3.1 Irrigated cereals,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,18,Apples,1,Irrigated agriculture
4547,1,441,4.4.1,4.4.1 Irrigated tree fruits,4.4 Irrigated perennial horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,18,Apples,1,Irrigated agriculture
4548,1,500,5.0.0,5.0.0 Intensive uses,5.0 Intensive uses,5 Intensive uses,14,"Rural residential and farm infrastructure (5.4.2, 5.4.3, 5.4.4, 5.4.5)",10,Built-up area,621,6.2.1 Reservoir,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
4549,3,343,3.4.3,3.4.3 Tree nuts,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,354,3.5.4 Seasonal vegetables and herbs,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,22,Nuts,0,"Dryland agriculture, not ag. or no data"
4550,17,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,114,1.1.4 Natural feature protection,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
